0.0
1.3
1.8
20.6
1.0
2.5
0.5
4.3
3.8
3.0
8.9
12.2
3.3
2.3
1.5
4.8
14.5
5.3
0.8
9.1
24.9
2.8
16.5
10.9
16.8
17.0
20.3
8.1
2.0
26.4
4.6
15.2
26.9
3.6
13.0
58.7
5.6
9.7
20.8
7.9
13.5
7.1
7.4
6.4
5.1
19.1
5.8
29.2
46.2
16.3
14.7
8.4
45.0
44.5
17.8
32.3
14.2
8.6
38.1
7.6
11.2
10.4
29.0
15.7
32.0
4.1
29.7
20.1
6.9
34.8
25.9
38.6
31.0
37.8
51.3
19.8
18.8
18.3
28.7
6.6
6.1
21.1
11.9
41.1
37.3
23.1
15.5
27.2
30.7
13.2
11.7
36.6
61.2
58.9
10.7
38.4
31.8
40.1
43.9
37.1
24.4
31.2
23.9
12.7
21.6
39.4
21.8
12.4
14.0
11.4
19.3
42.4
33.0
51.6
53.8
26.7
31.5
9.4
18.0
39.6
24.1
22.4
28.4
15.0
17.5
62.2
18.5
10.2
22.6
23.4
34.0
22.1
50.3
35.3
33.3
53.6
23.6
40.6
48.8
16.0
25.7
66.5
70.9
19.6
21.3
45.7
27.4
142.0
57.2
24.6
45.5
36.1
0.3
49.5
64.0
36.3
47.8
25.4
22.9
30.5
45.2
27.9
42.9
9.9
35.6
30.0
62.5
50.8
42.7
17.3
73.4
118.1
57.9
43.2
74.4
35.8
48.5
27.7
29.5
33.5
13.7
73.2
40.9
33.8
41.4
25.1
26.2
43.7
62.0
86.4
34.5
36.8
43.4
56.4
34.3
75.2
48.3
30.2
61.7
47.5
41.7
116.3
64.3
63.2
48.0
54.1
108.2
54.9
44.2
52.8
61.5
71.6
28.2
84.6
65.0
49.0
64.5
55.4
76.2
42.2
32.8
65.5
126.5
